Nazwa zmiennej;Jednostka terytorialna;Sposób prezentacji;Rok;Miesiąc;Wartość;Flaga
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;1;132,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;2;129,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;3;130,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;4;131,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;5;131,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;6;132,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;7;132,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;8;132,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;9;134,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;10;136,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;11;133,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1994;12;129,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;1;132,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;2;131,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;3;130,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;4;130,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;5;131,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;6;131,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;7;131,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;8;131,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;9;132,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;10;132,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;11;132,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1994;12;132,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;1;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;2;107,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;3;109,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;4;112,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;5;114,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;6;116,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;7;117,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;8;120,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;9;123,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;10;125,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;11;130,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1993;12;137,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;1;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;2;103,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;3;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;4;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;5;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;6;101,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;7;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;8;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;9;102,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;10;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;11;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1993;12;105,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;1;137,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;2;139,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;3;139,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;4;138,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;5;135,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;6;134,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;7;134,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;8;134,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;9;131,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;10;129,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;11;133,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1993;12;137,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;1;137,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;2;138,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;3;139,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;4;138,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;5;138,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;6;137,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;7;137,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;8;136,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;9;136,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;10;135,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;11;135,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1993;12;135,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;1;107,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;2;109,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;3;111,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;4;115,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;5;120,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;6;122,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;7;124,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;8;127,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;9;134,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;10;138,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;11;141,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1992;12;144,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;1;107,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;2;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;3;102,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;4;103,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;5;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;6;101,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;7;101,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;8;102,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;9;105,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;10;103,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;11;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1992;12;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;1;145,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;2;140,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;3;138,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;4;140,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;5;143,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;6;139,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;7;141,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;8;144,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;9;146,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;10;146,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;11;145,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1992;12;144,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;1;145,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;2;142,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;3;141,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;4;140,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;5;141,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;6;140,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;7;141,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;8;141,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;9;142,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;10;142,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;11;142,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1992;12;143,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;1;112,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;2;120,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;3;125,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;4;129,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;5;132,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;6;139,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;7;139,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;8;140,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;9;146,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;10;150,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;11;155,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1991;12;160,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;1;112,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;2;106,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;3;104,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;4;102,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;5;102,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;6;104,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;7;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;8;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;9;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;10;103,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;11;103,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1991;12;103,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;1;194,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;2;180,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;3;181,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;4;171,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;5;167,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;6;172,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;7;168,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;8;167,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;9;167,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;10;164,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;11;162,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1991;12;160,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;1;194,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;2;186,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;3;185,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;4;181,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;5;178,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;6;177,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;7;175,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;8;174,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;9;173,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;10;172,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;11;171,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1991;12;170,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;1;179,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;2;222,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;3;232,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;4;249,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;5;260,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;6;269,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;7;279,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;8;284,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;9;297,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;10;314,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;11;330,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1990;12;349,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;1;179,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;2;123,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;3;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;4;107,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;5;104,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;6;103,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;7;103,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;8;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;9;104,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;10;105,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;11;104,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1990;12;105,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;1;1107,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;2;1283,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;3;1232,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;4;1202,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;5;1176,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;6;1151,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;7;1094,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;8;848,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;9;658,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;10;456,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;11;385,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;1990;12;349,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;1;1107,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;2;1198,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;3;1210,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;4;1208,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;5;1201,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;6;1191,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;7;1174,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;8;1112,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;9;1020,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;10;887,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;11;773,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;1990;12;685,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;1;111,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;2;119,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;3;129,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;4;142,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;5;152,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;6;161,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;7;177,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;8;247,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;9;331,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;10;513,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;11;628,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;1989;12;739,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;1;111,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;2;107,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;3;108,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;4;109,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;5;107,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;6;106,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;7;109,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;8;139,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;1989;9;134,4;
