Nazwa zmiennej;Jednostka terytorialna;Sposób prezentacji;Rok;Miesiąc;Wartość;Flaga
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;1;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;2;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;3;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;4;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;5;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;6;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;7;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;8;99,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;9;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;10;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;11;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2015;12;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;1;98,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;2;98,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;3;98,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;4;98,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;5;99,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;6;99,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;7;99,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;8;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;9;99,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;10;99,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;11;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2015;12;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;1;98,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;2;98,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;3;98,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;4;98,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;5;98,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;6;98,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;7;98,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;8;98,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;9;98,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;10;99,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;11;99,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2015;12;99,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;1;98,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;2;98,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;3;99,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;4;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;5;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;6;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;7;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;8;99,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;9;98,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;10;98,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;11;98,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Rok poprzedni = 100;2015;12;98,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;1;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;2;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;3;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;4;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;5;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;6;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;7;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;8;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;9;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;10;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;11;99,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2014;12;99,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;1;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;2;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;3;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;4;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;5;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;6;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;7;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;8;99,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;9;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;10;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;11;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2014;12;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;1;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;2;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;3;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;4;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;5;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;6;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;7;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;8;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;9;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;10;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;11;99,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2014;12;99,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;1;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;2;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;3;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;4;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;5;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;6;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;7;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;8;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;9;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;10;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;11;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2014;12;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;1;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;2;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;3;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;4;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;5;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;6;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;7;100,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;8;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;9;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;10;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;11;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2013;12;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;1;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;2;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;3;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;4;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;5;99,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;6;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;7;100,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;8;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;9;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;10;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;11;99,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2013;12;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;1;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;2;101,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;3;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;4;100,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;5;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;6;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;7;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;8;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;9;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;10;100,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;11;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2013;12;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;1;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;2;101,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;3;101,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;4;101,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;5;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;6;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;7;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;8;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;9;101,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;10;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;11;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2013;12;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;1;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;2;101,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;3;101,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;4;102,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;5;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;6;102,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;7;102,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;8;101,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;9;101,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;10;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;11;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2012;12;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;1;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;2;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;3;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;4;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;5;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;6;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;7;99,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;8;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;9;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;10;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;11;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2012;12;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;1;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;2;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;3;103,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;4;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;5;103,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;6;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;7;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;8;103,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;9;103,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;10;103,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;11;102,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2012;12;102,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;1;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;2;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;3;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;4;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;5;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;6;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;7;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;8;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;9;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;10;103,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;11;103,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2012;12;103,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;1;101,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;2;101,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;3;102,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;4;102,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;5;103,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;6;103,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;7;102,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;8;102,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;9;102,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;10;103,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;11;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Grudzień poprzedniego roku = 100;2011;12;104,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;1;101,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;2;100,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;3;100,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;4;100,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;5;100,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;6;99,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;7;99,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;8;100,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;9;100,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;10;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;11;100,7;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Poprzedni miesiąc = 100;2011;12;100,4;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;1;103,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;2;103,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;3;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;4;104,5;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;5;105,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;6;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;7;104,1;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;8;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;9;103,9;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;10;104,3;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;11;104,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny miesiąc poprzedniego roku = 100;2011;12;104,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;1;103,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;2;103,6;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;3;103,8;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;4;104,0;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;5;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;6;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;7;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;8;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;9;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;10;104,2;
Wskaźnik cen towarów i usług konsumpcyjnych;Polska;Analogiczny okres narastający poprzedniego roku = 100;2011;11;104,2;
